Time_s   F0_Hz
1.823322   132.380750
1.833322   129.509617
1.843322   124.019158
1.853322   127.357103
1.863322   135.455305
1.873322   136.287923
1.883322   142.185269
1.893322   139.610319
1.903322   132.349657
1.913322   133.725419
1.923322   176.578114
1.933322   186.159637
1.943322   175.318785
1.953322   168.539450
1.963322   198.191646
1.973322   200.184666
1.983322   201.947477
1.993322   204.736144
2.003322   206.500285
2.013322   206.214368
2.023322   203.189308
2.033322   197.109461
2.043322   --undefined--
2.053322   --undefined--
2.063322   --undefined--
2.073322   --undefined--
2.083322   --undefined--
2.093322   --undefined--
2.103322   --undefined--
2.113322   --undefined--
2.123322   --undefined--
2.133322   --undefined--
2.143322   --undefined--
2.153322   --undefined--
2.163322   184.828267
2.173322   176.373170
2.183322   170.563134
2.193322   161.604121
2.203322   157.042199
2.213322   149.044348
2.223322   140.933317
2.233322   149.775655
2.243322   151.910982
2.253322   151.241244
2.263322   170.126621
2.273322   157.596856
2.283322   153.613139
2.293322   150.128309
2.303322   147.133497
2.313322   144.974902
2.323322   143.394351
2.333322   150.802283
2.343322   147.128140
2.353322   148.145833
2.363322   148.598379
2.373322   159.950138
2.383322   149.957219
2.393322   147.996923
2.403322   149.116084
2.413322   149.415765
2.423322   157.768679
2.433322   167.572116
2.443322   142.547077
2.453322   135.733556
2.463322   130.259799
2.473322   127.641412
2.483322   126.101831
2.493322   124.372360
2.503322   122.477578
2.513322   121.051580
2.523322   120.916006
2.533322   120.157556
2.543322   118.687226
2.553322   118.270265
2.563322   118.246822
2.573322   118.242907
2.583322   119.735868
2.593322   121.371347
2.603322   122.640358
2.613322   122.708931
2.623322   123.402185
2.633322   124.593005
2.643322   125.270265
2.653322   126.158868
2.663322   126.220303
2.673322   127.924155
2.683322   134.692805
2.693322   142.375412
2.703322   143.253645
2.713322   137.558912
2.723322   136.427801
2.733322   152.717337
2.743322   140.621241
2.753322   127.354284
2.763322   128.446207
2.773322   128.185314
2.783322   144.497392
2.793322   147.697212
2.803322   --undefined--
2.813322   --undefined--
2.823322   --undefined--
2.833322   --undefined--
2.843322   --undefined--
2.853322   --undefined--
2.863322   --undefined--
2.873322   --undefined--
2.883322   --undefined--
2.893322   --undefined--
2.903322   --undefined--
2.913322   --undefined--
2.923322   --undefined--
